gender,credit_score,approved,pseudo_id,age_bin,income_band
M,823.0,0,e4840c21dcce5126,20s,70000
F,650.0,0,e8c930d88b79fdb0,40s,30000
M,682.0,0,6dd40cb718081e09,30s,40000
M,743.0,0,46fcb0ddff83288f,30s,70000
M,542.0,0,1257826cfc138556,30s,50000
M,663.0,0,b350b49c91a858d5,40s,40000
M,640.0,0,4ddd4b929eebe6b6,40s,70000
F,694.0,0,8585999d27703bc7,20s,70000
M,706.0,0,d30ab561be0ce189,40s,40000
F,675.0,1,865bfbd0eb5ef280,60s,50000
F,671.0,0,c8651b1df2a5e86b,20s,30000
M,755.0,0,eb4f2f9c65c1ad2c,50s,30000
M,701.0,0,abb5ed4ffa24048b,40s,50000
M,683.0,0,d6265dc097e76f26,30s,50000
F,690.0,0,59f10b9038228a2c,50s,30000
M,809.0,0,73f9044885e8f66d,40s,40000
F,692.0,0,ddaf7ed4344a6048,50s,30000
F,644.0,1,c3b178548cf82583,20s,60000
F,546.0,0,790064ac873d530f,20s,10000
M,580.0,0,e9c7f3db7a98a284,40s,30000
F,647.0,0,d0310f25d11989b4,30s,20000
M,672.0,0,39ab0795e4dd6d47,30s,60000
M,641.0,0,c7b77591d3b9d424,30s,20000
M,705.0,0,763f7018f7d7a9db,50s,50000
F,640.0,0,9283393611ec1722,20s,80000
F,616.0,0,40fef63dd188bdfa,60s,80000
F,723.0,0,661f3d50ec03f976,30s,20000
M,776.0,1,491708885025c7c1,20s,60000
F,602.0,0,3ff0d72ef64cde24,20s,30000
M,697.0,0,761c427cf4d60765,50s,30000
M,547.0,0,2dff28de9be50fb3,20s,50000
F,577.0,0,f2de62cb494ab639,30s,70000
M,639.0,0,7c60d3f5547021a3,40s,60000
M,759.0,0,61f52cfed9393009,40s,40000
F,625.0,0,3ead3cb516f1e28c,30s,60000
M,623.0,0,2477c8ef2d7e64cd,20s,10000
M,683.0,0,591c837d9ade4928,50s,40000
M,683.0,1,b37ecd5abb7ad8f1,40s,40000
M,625.0,0,995b463d6cfe8bbb,20s,50000
F,819.0,0,ded4dfc8b0af9780,20s,50000
F,661.0,0,a691d349b4ff3a3e,40s,50000
M,688.0,0,5bf6be834ffcd0dd,20s,50000
M,652.0,0,e455c906d09dea8e,30s,50000
M,711.0,0,70009991c55526fe,20s,60000
F,766.0,0,dbbf00b3aba796a6,50s,50000
F,796.0,0,23538c4cb0781ce8,40s,40000
F,627.0,0,13063f655b05f016,50s,60000
M,757.0,0,516dbff873c1ddf4,20s,60000
M,718.0,0,8aae56aacc88ce9c,30s,40000
M,748.0,0,066e916fbe765caf,30s,50000
F,674.0,0,878ecd68e4c49d70,40s,70000
M,667.0,0,8b6d719a953d95dc,50s,30000
F,746.0,0,824d01996e47c4f9,30s,80000
F,747.0,0,a6787c4262cc4668,50s,30000
M,790.0,0,833b1dbca3c99f68,40s,40000
M,694.0,0,b61dc149d6b7d59b,50s,30000
M,673.0,0,e0dfaa9da844a32a,20s,90000
M,508.0,0,737e6d32549638b2,60s,40000
M,567.0,0,86becc1a1e7f14f8,30s,40000
F,652.0,0,3d144cb1ae5e731c,30s,40000
M,603.0,0,f72ba58ab2aad647,20s,50000
M,737.0,0,eae4b5b451846a10,60s,40000
F,588.0,0,fddbc2acf0c98749,50s,50000
F,645.0,1,e30a557ea7c0352f,20s,10000
M,648.0,0,c007d601bac1f035,30s,50000
F,764.0,0,29ae9b84999429f4,50s,50000
F,637.0,0,96cedb2041d544ca,40s,70000
F,712.0,0,b02c2afbe4c59c49,20s,70000
F,694.0,0,94fa1f628a1aa713,30s,50000
M,743.0,0,40e17b5c0e267667,30s,60000
F,740.0,0,a7ea4474fd1de6bc,30s,30000
M,678.0,0,7d1066d94ce1e9c9,60s,60000
F,561.0,0,a8911a02dce416bc,20s,40000
F,664.0,0,bdba5c34c8efc422,50s,30000
M,679.0,0,33238f5bbd3f1a8a,60s,50000
M,700.0,0,616e99372de8e3f9,50s,80000
F,628.0,0,130003c4749df8ca,50s,50000
F,760.0,0,5e268afa392bde92,20s,80000
M,681.0,0,8b44069c43e10c49,20s,40000
F,616.0,0,8ab9391381508802,50s,70000
F,648.0,0,11316fa399e613e8,50s,40000
M,815.0,0,baf9be8a796a25ad,50s,50000
M,727.0,0,da93a7ad38c93b45,30s,50000
M,753.0,1,ac4b04a6fc40f8c4,40s,60000
F,607.0,1,66f1e310f1da7890,20s,50000
M,632.0,0,9231081ce77a7ca7,30s,40000
F,632.0,0,e0103fe3b2c366fa,40s,70000
M,693.0,1,a353fe66f378d552,20s,80000
F,668.0,0,3eac84b03766d523,20s,40000
M,646.0,0,d19230671d08e5b4,20s,20000
M,655.0,0,1a1390d8c7bad7de,20s,60000
F,624.0,0,ea7ff158dc644324,60s,40000
M,667.0,0,9778cf362b1868e1,50s,50000
M,758.0,0,f681f283af96fd1b,60s,60000
F,574.0,0,3349eada14354840,30s,40000
F,704.0,0,4cb4339502b2a0f2,40s,50000
F,777.0,0,b0a53f0419f6950f,50s,50000
M,667.0,0,c187157a1b61929c,30s,80000
F,643.0,0,222e7bb5463626a5,40s,50000
F,745.0,0,c9115fd2cf7d461e,50s,30000
M,611.0,0,0f1c0963332a4fa4,50s,30000
M,678.0,1,ff14cd4ba28372e6,60s,50000
F,607.0,0,ed7b3389b1011212,40s,30000
M,549.0,0,96b58fe131641624,40s,20000
F,669.0,0,b3e4d5e6013f0663,50s,60000
F,592.0,0,b9a07ba37799d66d,50s,60000
F,679.0,0,a6de8b3eb7fb0bc9,30s,40000
M,758.0,1,05f50944ab8a37ff,40s,60000
M,810.0,0,fb7f808d7e886aa3,40s,50000
M,687.0,1,4b2f64d615726893,30s,60000
M,751.0,0,127f427c553223a5,40s,60000
F,708.0,0,5f26a51d0f352253,40s,10000
F,653.0,0,01024828a11d5e40,50s,50000
M,545.0,0,0bbedc017a83aba8,40s,60000
M,794.0,1,dc6693331f053213,20s,40000
F,607.0,0,7fb6f7ef155f8a39,60s,50000
M,777.0,0,499e8f3762c28cc5,40s,60000
M,718.0,0,ab0fb3f6ee221438,30s,50000
M,612.0,0,cfc4a163f4407dc6,50s,80000
F,702.0,0,d85285f80798cbf8,30s,70000
M,829.0,0,fd0e40acd3ed2844,30s,50000
F,787.0,0,a5eaea7909d41b32,50s,50000
M,644.0,0,2f0370e423706915,50s,10000
F,630.0,0,a7acd25595c4de3d,40s,40000
M,687.0,0,d20560202d4a87f2,30s,30000
M,668.0,0,62d2b944713a3d88,50s,50000
M,764.0,0,408497e4a9ae2c29,20s,50000
M,732.0,0,0b1250e43f290666,50s,60000
M,562.0,0,16cea964c1f3ae0c,40s,80000
M,712.0,0,cf916cc7a476f71c,50s,50000
M,667.0,0,96101499722b12f2,30s,90000
M,683.0,0,14ff7d9d97f14ffd,50s,50000
F,697.0,1,9c790eb6fa33b282,20s,30000
M,764.0,1,ef9a003d5b8d757a,50s,40000
F,748.0,0,923a0eed58ff6569,20s,40000
F,628.0,0,b5137dfa776910cc,40s,60000
M,676.0,0,57290a37c272577d,20s,30000
F,649.0,0,59acaee8024eb33d,60s,40000
F,562.0,0,505c55605562456b,50s,50000
F,672.0,0,842351325c0d74e6,20s,40000
M,809.0,0,d799ce105e20b90e,50s,60000
M,560.0,0,c2d361459c9173b3,30s,60000
M,678.0,0,78f5fa498889fb01,40s,70000
M,676.0,0,04b2897ec3f9433b,20s,40000
F,700.0,0,44432949a155442f,20s,70000
F,613.0,0,0390dfad9c295a08,30s,30000
M,580.0,0,d84db04167e75599,40s,30000
F,583.0,0,26935819402ebb2d,40s,30000
M,773.0,0,f512a829e87eb0c4,50s,50000
F,611.0,0,4836b851e083ace4,20s,70000
M,645.0,0,c3a44d54863eb58c,50s,40000
F,827.0,0,f27c77d21d9a6746,20s,40000
F,629.0,0,4d9993b51cceef79,30s,50000
M,704.0,0,218b8a99bee7b4f1,20s,60000
M,754.0,0,56f7afb185793b5d,20s,40000
F,751.0,0,1424590ebd8e12a0,40s,40000
M,587.0,0,526fbfe8435ee354,50s,30000
M,630.0,0,30da5d8eb47c52f5,40s,40000
F,701.0,0,6740cf3b0564d340,50s,70000
F,815.0,0,75ae2c915212eebf,40s,50000
M,627.0,0,9014a9b77ce3e178,20s,40000
M,645.0,0,31d2dc7c27b90e34,30s,70000
M,709.0,0,e2f2a2695cd9d089,50s,40000
F,723.0,0,929dc1a5301932c5,20s,80000
M,728.0,0,7edd4b9d19b3aa45,20s,80000
M,621.0,0,2fa7c8b03e34a68b,50s,50000
M,643.0,0,e73c5b085ad5042c,20s,20000
F,695.0,0,ecdcdb61d380a495,60s,90000
M,768.0,0,6e22a21213fba560,50s,60000
F,663.0,0,ab78153691cce53c,40s,40000
F,678.0,0,8face14bbf2be357,40s,70000
F,608.0,0,86bbb6737ff6c966,20s,60000
F,810.0,1,96801ab6ed1512e8,30s,70000
F,691.0,0,e86fce689ba52573,50s,40000
F,755.0,0,b3894ad1a7c35e70,50s,60000
M,682.0,0,c17e252b4c043fbb,30s,30000
F,686.0,0,40ff64d594d478de,50s,60000
M,575.0,0,e3256277a71ab6f1,50s,50000
M,529.0,0,8e6464a651b0cf90,20s,60000
F,768.0,0,93aa69fc395115a0,40s,50000
F,685.0,0,5db5025399363e4f,40s,50000
F,694.0,0,d89bdb74f0ec1002,40s,30000
M,593.0,0,b9a519f58c7851c5,50s,60000
M,617.0,0,f98eec09a119ab02,50s,80000
M,754.0,0,a88a2431c957f244,40s,40000
M,802.0,0,684ca63adfeb881a,30s,60000
M,637.0,0,767e53dee202a218,60s,60000
M,727.0,0,fc9cfc0cb137e5c8,60s,50000
M,693.0,0,0f5edeb20a59f878,50s,20000
F,672.0,0,c4e9568d958e8a07,40s,30000
M,810.0,0,86b476460bd022f2,20s,40000
F,648.0,0,ec5e0fbd7bdd0249,30s,10000
F,767.0,0,b554d717490cdf45,20s,80000
M,707.0,0,daaefb6c2d1e0b1f,40s,60000
M,679.0,0,70ecf1f0fd13cea5,50s,50000
M,776.0,0,4516caaa4915567b,20s,10000
F,700.0,0,5057c3c75409aff5,60s,20000
M,673.0,0,03c9244afe044d76,20s,50000
M,777.0,0,c6f067df1d770eb4,20s,90000
F,767.0,0,05d6091a9edcbb6c,60s,40000
F,764.0,0,3f9f3bb6f2f7e987,20s,70000
M,408.0,0,2a02ae5d76b9e0fe,50s,40000
M,711.0,0,dea22c5be79a8a55,50s,50000
M,695.0,0,bbdcd2654844056a,30s,70000
M,678.0,0,81c08f17260c0fdf,20s,40000
M,723.0,0,7e276441d534cfbc,30s,40000
F,698.0,0,2e3c488858ff8179,20s,80000
F,727.0,0,c94cf28f34fd9157,40s,50000
M,661.0,0,f0ef883bb831773a,50s,70000
F,785.0,0,1e1084b87849525d,60s,40000
M,735.0,0,3438a335166222c7,50s,80000
F,718.0,0,dcec30f236a83781,50s,50000
F,715.0,0,38e1c47d21f53c8f,50s,60000
F,761.0,0,0da4b5ac7112431a,50s,50000
F,752.0,0,753fabea9ac55c5f,40s,40000
M,672.0,1,33eaffcc8333b7d3,60s,50000
M,749.0,0,988bf8a481dc321c,30s,40000
M,692.0,0,2df7fbb2dec985c5,30s,70000
M,814.0,0,ab2d35d264a59345,50s,50000
F,757.0,0,50aedcd223f11e66,30s,20000
M,636.0,0,55eb5ecf0330a48f,30s,20000
F,843.0,0,7eb68755c38b6cd7,20s,20000
M,533.0,0,fc93e65931de285f,30s,60000
M,725.0,0,ce22915df207be76,40s,30000
M,631.0,0,c49dcd5f99898909,50s,60000
F,812.0,0,66b2b8f7011657d9,20s,50000
F,698.0,0,f16a71095e0d85be,40s,50000
M,624.0,0,95f9d30a669e5852,50s,60000
M,661.0,0,3c597d28325c94a9,50s,50000
F,630.0,0,9ae679e35e1dbe54,50s,10000
M,659.0,1,28fab2210014f968,20s,40000
F,657.0,0,6e58316ee0b755f3,40s,60000
M,627.0,0,85c75f24005590c1,60s,80000
M,699.0,0,6d216f9771bfd62d,50s,80000
M,707.0,0,1dbefeb7e9d5c54a,40s,30000
M,610.0,0,3028021fcc9d8f14,60s,40000
M,564.0,0,210b2a606054dbba,40s,20000
M,702.0,0,617fdb896936bc87,20s,80000
F,717.0,0,2cf840300bfe4a32,60s,70000
M,731.0,0,4d2026415e168eb0,20s,60000
M,719.0,0,3c6285cfe634a81d,30s,50000
M,790.0,0,2c4000619138bfc1,30s,70000
M,750.0,0,5d6b4f89f2bf69ee,50s,70000
F,850.0,0,d97518aa2e5b7f45,20s,70000
M,850.0,1,005c67d84eb616b3,40s,60000
F,557.0,0,9f92c02f9fa0da50,50s,40000
M,526.0,0,3118fc5273ca6582,50s,60000
F,679.0,0,2bb7cd2413a831fe,30s,60000
M,715.0,0,b19a010a7d33f34a,50s,50000
F,675.0,0,afe117f7cb9834e5,30s,40000
M,729.0,0,d1ea0ce95fd116ed,40s,70000
M,661.0,0,277dfdc9fac0583b,40s,80000
F,631.0,0,ffed2717daea51a5,20s,40000
F,642.0,0,564bb06b68a7061b,20s,50000
F,666.0,0,c2475f71c04792f4,20s,60000
M,739.0,1,6c94227811ef2678,60s,60000
F,646.0,0,a308811502842045,60s,40000
F,660.0,0,30bc802822fb0608,30s,80000
F,720.0,0,2b636994179460bb,60s,60000
M,666.0,0,4acb866428cf53ab,20s,60000
F,758.0,0,ae8d87440dadd1a9,60s,80000
F,616.0,0,fb2f386ffdd2f8f9,30s,40000
F,600.0,0,4b627f7081e03d98,20s,50000
M,701.0,0,a70b0b078ff9968a,50s,30000
M,708.0,1,8534f8f5d847c81a,30s,50000
F,619.0,0,01018a22af7428c8,30s,20000
M,774.0,0,8bc559407b4a7caa,50s,60000
F,815.0,0,665fe42694acada9,30s,60000
M,636.0,0,4711336a8b108f39,50s,50000
M,784.0,0,ba7f1dd3fc7245c6,20s,50000
F,513.0,0,bb4e429c4565d441,20s,60000
M,755.0,0,f7e0b74d24186ef7,30s,30000
M,620.0,0,5bb82cd5bd72225e,40s,50000
F,748.0,1,3a9b5e7d5c31c774,20s,60000
F,613.0,0,2f2388aaffc9d33c,20s,20000
F,675.0,0,ebfc0fdb2e35364a,50s,60000
M,623.0,0,a55e2b84bf408f90,40s,20000
M,665.0,0,7b53fe4dc74c72e3,30s,50000
F,808.0,1,96d35b75d4906c5c,30s,30000
M,672.0,1,5713f8c6a3b576d1,20s,80000
M,828.0,1,a87e23d171aaec98,20s,30000
M,653.0,0,c9d9ac6af98fd955,40s,20000
M,784.0,0,e18cde903d880021,20s,50000
F,566.0,0,2b3da86a31a6e203,30s,40000
F,660.0,1,62bed2b51a3f521b,60s,20000
F,642.0,1,d6809625c667d631,30s,60000
M,788.0,0,9140c1b0ae446f74,50s,10000
M,693.0,0,d7b37572b91d0a65,30s,30000
M,534.0,0,484ad0ff175add08,60s,40000
M,588.0,0,adab939e9e27dfed,50s,60000
M,609.0,0,70470a698c970593,40s,70000
M,745.0,0,2f4dd940e8735b76,50s,70000
M,736.0,0,a9e9d42ee3174aee,30s,50000
F,659.0,0,79b9798abc4ce834,60s,10000
F,642.0,0,e2e77cb6df085c6d,30s,60000
M,730.0,0,77ef32c5528d92fb,50s,80000
M,601.0,0,2f73859a54beac5e,40s,70000
F,712.0,0,af9c3c4909765d91,40s,60000
F,706.0,0,220e8e9dd7b72780,30s,30000
F,661.0,0,14c4aa5b6bd86904,50s,40000
M,708.0,0,59da13a6ba2ebc3d,50s,80000
F,687.0,0,fa7cb0e34a386be4,50s,20000
M,715.0,1,d1db4dbc1b8e6533,50s,30000
M,587.0,0,08c04a5e82d7194b,20s,70000
M,723.0,0,efc19bd8535e4943,50s,40000
M,752.0,0,2faf07d9040ccef4,50s,30000
M,702.0,0,c85e1c7e96a9fd0c,30s,80000
M,722.0,0,a06238b543ffa9a0,60s,60000
F,672.0,0,517f5084d965b8e0,40s,40000
M,742.0,0,989b03b72fd18b32,30s,30000
M,685.0,0,1e1d4aedb467c911,20s,90000
M,600.0,0,f02ac32b45efdb76,30s,50000
M,737.0,0,d869848e3f4192c2,20s,80000
M,566.0,0,aba27e03bd6c229f,50s,70000
M,700.0,0,8fe7f17d8dd451e0,50s,40000
M,653.0,0,1e9566750956d0de,40s,40000
F,649.0,0,5827a1846ae18083,40s,80000
F,692.0,0,9cd05deb8a305193,30s,80000
M,630.0,0,f8ad4a739f9f8758,50s,20000
F,716.0,0,2ac038976c522321,50s,60000
F,684.0,0,ab863f0a3bfe839d,20s,50000
F,637.0,0,749d32267cf6119e,30s,30000
F,774.0,0,8f8d21e8f55a5154,60s,50000
F,694.0,0,9f32f63da89d5b4a,50s,30000
F,724.0,0,e84599d9c214176a,60s,40000
F,779.0,0,5674e2f32eeb18a2,20s,40000
M,778.0,1,e396e9d2567d9071,40s,40000
M,721.0,0,0c41e83ab80eb096,20s,50000
M,659.0,0,22ecb94622ccf97b,50s,30000
M,580.0,0,17f52677a15384d2,40s,80000
M,694.0,0,fedbe942ab5a6c93,30s,60000
M,757.0,0,143649bbd7f772fb,20s,80000
F,705.0,0,233fa0553241c9c5,50s,50000
F,439.0,0,3985bfcaaba7f797,50s,40000
F,741.0,1,e6d8cefaaa47a226,50s,80000
M,745.0,0,c2a9640d36665cec,60s,40000
M,659.0,1,fe390e8c6415b066,50s,50000
F,749.0,0,334db135dd10f485,50s,60000
F,724.0,0,80a9cd87f075e96c,50s,30000
F,632.0,0,dd76c705c2e83f7b,60s,60000
F,769.0,0,f85a9d81f908712a,40s,60000
F,591.0,0,1b0f659389e1a74c,50s,70000
M,676.0,0,446cc671b4014f71,50s,70000
M,669.0,0,3a1022c924ee4478,20s,70000
M,622.0,0,3b6a9b2da90b1c4d,50s,50000
F,701.0,0,5af690fee9b22b06,30s,30000
F,772.0,0,d80d726839b768fb,20s,90000
M,767.0,0,04832bbef3c9bc5b,20s,20000
F,731.0,0,68453957ec31a3a4,20s,20000
M,561.0,0,05ed3d71c033a637,50s,60000
M,586.0,0,b8466007bfc23398,50s,80000
M,692.0,0,738f7245944064d1,20s,50000
M,678.0,0,bb3a7bcbae9d1526,40s,70000
F,645.0,0,62c18ec754ebf460,40s,10000
M,813.0,0,f4bda071912eebe9,40s,40000
F,687.0,0,0c23a4478ce2bfe6,40s,20000
F,718.0,1,b59c99f60202558f,50s,60000
M,749.0,0,ea3c007bba642f72,40s,20000
M,684.0,0,80844a5e6fac27e1,40s,30000
F,850.0,0,2f7061676018d3d5,40s,60000
M,614.0,1,03e4b213a9719cab,30s,70000
F,638.0,0,792149c3c10ea74b,50s,50000
M,614.0,0,6c0fdfcdbe98eb40,30s,60000
F,789.0,0,6c560fb513bba246,50s,60000
F,736.0,1,21b073c0e6894e21,40s,50000
M,642.0,0,011cae980a9390ac,50s,30000
M,620.0,1,c5a25483521d5a73,50s,60000
F,777.0,0,1227d3cc0fc2f4e7,50s,60000
M,705.0,0,cba78f828a1a032a,40s,70000
M,779.0,0,ba04165d764debcc,40s,60000
M,676.0,0,93e7f7dc8b9eb729,40s,30000
M,716.0,0,0ce183cbd1760905,30s,60000
F,701.0,0,5cea253506e7e316,50s,50000
F,636.0,0,0d4061a12a1e22db,50s,40000
M,670.0,0,49726b6dae60a334,50s,40000
F,597.0,0,6255c4acbb12e67f,50s,40000
M,715.0,0,eb20394634a9d201,50s,70000
M,733.0,0,7c3ebea407a01600,30s,20000
F,749.0,0,c09a47c0a8f078e5,20s,30000
F,727.0,0,e4aab55d0dc4aeef,30s,40000
M,671.0,0,a0da367cc7891dec,50s,80000
M,789.0,0,e23b17e6411483c0,50s,70000
M,742.0,0,37de559c18beb953,40s,20000
F,777.0,0,d4f97d4ca64b9b43,50s,70000
M,782.0,0,09bb23a91e49a4d0,20s,70000
M,671.0,0,227abb9dde13fc24,40s,30000
F,707.0,0,d312c826e633fd47,40s,10000
M,734.0,0,8437431b669d0129,40s,50000
M,600.0,0,71a8a6ba8bdd92b8,50s,70000
M,601.0,1,f8563a0ebd4d7c79,40s,80000
M,589.0,0,c87e15350cb3206c,40s,30000
M,672.0,0,ce40ea202f1e487d,40s,80000
F,657.0,0,f9373a075ef1df79,50s,10000
F,580.0,0,51b361e284a1958f,30s,40000
F,690.0,0,b93aead0599ba700,30s,40000
F,673.0,0,ef1622e1b793ebdc,30s,70000
M,763.0,0,ed5210706398aae0,20s,70000
M,821.0,1,89c24a4a71c0d3ad,30s,70000
F,712.0,0,f9882a7d2832287e,30s,30000
M,631.0,0,472e7579fe39f56f,30s,70000
F,725.0,0,a7e1b01f95116d08,30s,60000
F,681.0,0,0e606ac0ddfbc182,40s,20000
M,663.0,0,35c85d23193c6911,50s,10000
M,620.0,0,1d5c1ee89b468795,30s,70000
M,648.0,0,a74f3554403a6e3b,50s,50000
M,668.0,0,f2e727e91fcbf83e,40s,30000
M,736.0,1,1ee1524890aa84ce,50s,50000
M,716.0,0,04c17b67499f0107,20s,60000
F,808.0,0,0cdf970791c70130,20s,50000
F,727.0,0,c6c12079168d55e0,30s,20000
F,710.0,0,50a9d159d6fdf20c,30s,80000
M,659.0,0,3e80373ef8181f18,40s,70000
M,607.0,0,f01ebef4ec45330f,20s,40000
M,640.0,0,60b05ecba1db8bb8,40s,40000
M,631.0,0,f1cc5bb67061761d,50s,60000
F,501.0,0,0025f5ab571c989f,50s,30000
M,609.0,0,071879ec4c1a2892,30s,60000
M,792.0,0,a75c3640232bc6d1,30s,30000
F,706.0,0,4f16e1d4d1d762e5,40s,50000
M,654.0,0,a75d163995257a48,40s,30000
M,708.0,0,09412d1f5faf13ef,50s,30000
M,543.0,0,0e92fae84ce44c76,30s,80000
F,700.0,0,540a57c39701e502,40s,50000
F,769.0,0,51f5c46edfae19a2,50s,50000
M,672.0,0,2cf5b28efabb3a7f,30s,10000
F,556.0,0,2219eae0c6836dc2,50s,40000
F,651.0,0,189d32ff8b5b5f79,30s,60000
F,770.0,0,f3360e29cbaeca07,30s,50000
M,698.0,0,db51eb6fa5911485,40s,10000
M,581.0,0,88670f12e2059b09,40s,50000
F,846.0,0,5fd33fcc5c792d22,40s,60000
M,592.0,0,6a52da14f48acc7a,30s,70000
F,663.0,0,53b23f33a524ae8a,20s,40000
F,607.0,0,029b45b54b80ca58,50s,10000
M,607.0,0,2b5616dd0057996c,50s,30000
F,648.0,0,bb006bed8de815ce,50s,30000
F,725.0,0,268b7228e5680159,40s,60000
F,770.0,0,a38e78f04a9640a3,50s,10000
M,653.0,0,58a6f42d329e67be,40s,40000
F,609.0,0,a52d7bf7be9c27ad,20s,80000
M,714.0,0,9431ab0276ce3cf2,20s,50000
F,716.0,0,1d0b499abb82a3d4,30s,70000
F,697.0,0,e44643480072fe3a,30s,20000
F,699.0,0,ab3b2a67211aa2cf,60s,20000
M,672.0,0,16999aee530fff55,30s,80000
M,687.0,0,4496ab4f06d8322e,40s,50000
M,667.0,0,dd166d760b19d52c,30s,50000
M,755.0,0,b89f89bf99765e6c,40s,30000
M,836.0,1,c67a340e2cb96585,40s,50000
F,693.0,1,df9210693ef4ce3b,20s,30000
M,680.0,0,f74ffd59cdd09a0a,40s,70000
F,634.0,0,654810159ec6f80d,50s,60000
M,734.0,0,fdaea147fc1b3e81,50s,40000
F,711.0,0,f6ad66ff585db6e3,60s,10000
F,651.0,0,7ba2b1c760a8806a,50s,20000
M,743.0,0,3fa08843a6440ceb,20s,80000
M,681.0,0,ec0567dffc909bbc,50s,30000
F,612.0,0,ec5d0e817ab81cec,20s,40000
F,705.0,0,eb709ceaaaa7e891,60s,60000
F,697.0,1,57fe8094fe83a9c8,50s,80000
F,747.0,0,1888d96d5398a105,40s,50000
F,738.0,0,5b3b5a02378e2748,60s,40000
M,672.0,0,9d34a33778a1339b,50s,50000
F,647.0,0,c939ffbf82fa2293,50s,40000
M,680.0,0,6e1fbd612f118125,20s,40000
F,705.0,0,742f5f6a53fe50b1,20s,60000
M,714.0,0,6ebab70a93a1e48d,60s,50000
M,701.0,0,3559c1014791f55b,30s,90000
F,674.0,0,47837783313be094,30s,60000
M,750.0,0,3ab1c2e02011b3cd,20s,70000
F,633.0,0,fb6a96327c34a961,40s,30000
M,850.0,1,d981b8aef2ea1367,50s,60000
F,733.0,0,ce0af66632a98eb5,50s,40000
F,601.0,0,68294d822545933c,40s,60000
M,693.0,0,7c12bcc7bdd9d985,40s,60000
F,734.0,0,2d8440e6cc52eabe,40s,50000
M,656.0,0,64263d1f4321e62f,30s,90000
F,575.0,0,c69516bd0ffc0935,40s,80000
F,607.0,0,ebfc95d153983f4b,60s,70000
F,718.0,0,7b28f0efa49c48bf,30s,60000
M,557.0,0,5da0e5250fbfeb5b,40s,80000
M,579.0,0,ee5000b3cc29392d,40s,20000
F,718.0,0,da0c82c3c80a91bc,40s,70000
F,664.0,0,f1f2a1be4c213682,20s,30000
M,631.0,0,dec25bdbe35ef9be,30s,40000
M,645.0,0,72bc272fcb1b4496,40s,60000
M,577.0,0,9184f794d27d71c0,50s,70000
F,714.0,0,4dc6ae7795af3286,50s,30000
M,624.0,0,bcc0b7fedf38a38f,60s,40000
M,642.0,0,fcae83d5ea011741,40s,50000
F,704.0,0,c2aabb1b718ae404,40s,50000
M,662.0,0,df648636cb1e033c,30s,70000
M,541.0,0,d171f6599e90bbb4,50s,60000
F,706.0,0,3f171203f0568180,40s,40000
F,686.0,0,91907834ee7cea95,50s,30000
F,644.0,0,bba7b4576009b8f4,20s,40000
M,607.0,0,c81180d7a6fffd2b,20s,30000
M,681.0,0,64eeb1ea2d5888c4,20s,60000
F,714.0,0,7878c155dad6322a,20s,60000
M,687.0,0,d1565b10c2e870c6,40s,40000
M,795.0,1,5dbabeabd7731f08,40s,90000
M,729.0,0,1f96a291b0c6a964,40s,40000
F,672.0,0,e7d6fa3cff3b4ba2,30s,50000
F,732.0,1,84c6fe65dbb1dd8d,40s,60000
F,683.0,0,c9344bb19eff3871,20s,70000
F,683.0,0,eb701544a20cd10c,40s,70000
M,771.0,0,efead8409e45bd6e,20s,60000
M,617.0,0,a1cf089848b71cf3,20s,70000
M,682.0,1,5ba56fbd983fa3bb,20s,40000
F,763.0,0,df53ea1ecfce00ed,20s,70000
M,702.0,0,8dfcb14fe2421df9,40s,70000
F,654.0,0,a19f547b2791b0d4,40s,80000
F,561.0,0,e8d07edb294e5d48,40s,20000
M,521.0,0,19a123ce0819662c,30s,30000
F,825.0,0,b5f86c48c30a59be,20s,60000
M,702.0,0,b4a7c3938c2c1c4f,20s,10000
F,639.0,0,82e71c96d492ede9,50s,60000
F,704.0,0,af784b54e4221f1d,60s,70000
F,614.0,0,49408ee6ca716697,30s,40000
M,657.0,0,02a4be97e87944ce,20s,40000
M,614.0,0,c49dd771063cab03,30s,30000
M,581.0,0,850e3609f993a4f7,20s,40000
M,533.0,0,a7963f27accfac04,20s,40000
M,568.0,1,6caa62008d6da115,40s,40000
M,751.0,0,9d945e010e0304a0,50s,40000
F,611.0,0,ef947fe75b1ba07a,50s,50000
M,717.0,0,4e8c024d633e442a,60s,40000
M,747.0,1,4b2634c0de7012d1,30s,80000
F,681.0,0,b5ca55887631e75b,40s,40000
F,659.0,1,b55fb5f7eda3c504,30s,60000
F,689.0,0,3d6db15f1985f482,20s,40000
F,651.0,0,9dc4007d58b3c9f2,30s,40000
F,764.0,0,bbec50f4d18b972f,30s,20000
F,811.0,0,6bd0ba2ea68b1f85,40s,20000
M,781.0,0,d580f483001f447f,20s,30000
F,529.0,0,bcc56abdc751f417,50s,50000
M,649.0,0,677ae1d360fd29cf,50s,70000
M,680.0,0,98e7df2e1c718b09,60s,20000
M,712.0,0,377ad098b4794816,20s,40000
M,559.0,0,61da6f261bc7b849,20s,30000
F,558.0,0,b98f21bba3ac6120,60s,50000
M,771.0,0,905865c6d21d9005,50s,70000
M,641.0,0,bccc9dd8bf865bbc,40s,40000
M,576.0,0,55aa7f3f6ab17fa9,30s,50000
